dna_seq_sample_name,dir_dnaseq,dharma_id
138041953,/fh/fast/radich_j/CARDINALTargSeq/xfer.genome.wustl.edu/fastq,299
JAK2-1-1,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,300
JAK2-6-1,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,301
JAK2-7-1,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,302
JAK2-10-1,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,303
JAK2-29,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,304
JAK2-30,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,305
JAK2-31,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,306
JAK2-36,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,307
JAK2-37,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,308
JAK2-39,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,309
JAK2-40,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,310
JAK2-43,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,311
RO40006,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_AKRVE-AL664-ALBPV/fastq,312
AML438,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,316
RO40009,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_AKRVE-AL664-ALBPV/fastq,317
RO40010,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_AKRVE-AL664-ALBPV/fastq,318
1005-007,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,319
AML718,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,320
AML833,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,321
N1-1B-monocytes,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,322
RO50134-JD-AML,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,323
RO50265,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,324
RO50292-BULK,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,325
RO50292-SF,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,326
RO50498;RO50498-BULK,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq;/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,327
RO50569,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,328
RO50748,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,329
T05-1M,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160830_ADWAR/fastq,330
T05-2M,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,331
T06-1M,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,332
T06-2M,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,333
NC-04B,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,334
NC-06B,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,335
NC-09B,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,336
NC-13B,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ADV75-ADW8F/fastq,337
RO50498-MYE,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,338
RO50498-LY,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,339
RO50665-BULK,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,340
RO50665-MYE,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,341
RO50665-LY,/fh/fast/radich_j/SR/ngs/illumina/apaguiri/160829_ANN9B-ANLD7-ANMA6/fastq,342
